preco,condominio,IPTU,metros_quadrados,quartos,banheiros,vagas,endereco
1490000,NA,480,500,5 ,5 ,4 ,"Rua Crescencio Mendes do Nascimento, Vargem Grande"
250000,NA,NA,240,3 ,3 ,1 ,"Rua Djalma Brum, Santíssimo"
650000,NA,987,250,5 ,4 ,NA,"Rua Almirante Alexandrino, Santa Teresa"
550000,NA,NA,154,3 ,1 ,2 ,"Rua Angatuba, Brás de Pina"
780000,NA,585,138,3 ,3 ,3 ,"Estrada de Maracai, Alto da Boa Vista"
350000,NA,NA,170,3 ,2 ,NA,"Campo Grande, Rio de Janeiro"
2650000,1218,10064,369,5 ,4 ,1 ,"Barra da Tijuca, Rio de Janeiro"
1850000,860,320,220,4 ,2 ,2 ,"Avenida das Américas, Recreio Dos Bandeirantes"
500000,NA,77,170,5 ,2 ,2 ,"Avenida Paris, Bonsucesso"
850000,NA,NA,313,4 ,3 ,3 ,"Jardim Carioca, Rio de Janeiro"
2350000,NA,NA,360,4 ,5 ,4 ,"Jardim Guanabara, Rio de Janeiro"
1100000,120,7765,695,3 ,5 ,5 ,"Rua Professora Jurema Machado, Grajaú"
950000,NA,264,189,2 ,3 ,2 ,"Rua Dom Manoel Gomes, Jardim Guanabara"
2400000,NA,8932,320,3 ,5 ,3 ,"Rua Marechal Espiridião Rosa, Laranjeiras"
380000,NA,629,98,4 ,2 ,1 ,"Freguesia, Rio de Janeiro"
730000,50,156,200,4 ,1 ,2 ,"Rua Getúlio, Todos os Santos"
699990,NA,2360,352,4 ,3 ,6 ,"Rua Bandeira de Gouveia, Riachuelo"
700000,300,NA,185,3 ,3 ,2 ," Praia da Bandeira, Rio de Janeiro"
700000,300,NA,185,3 ,3 ,2 ," Praia da Bandeira, Rio de Janeiro"
858000,NA,NA,306,4 ,4 ,3 ,"Rua Alice, Laranjeiras"
1200000,NA,2433,287,3 ,4 ,2 ,"Rua Namur,  Vila Valqueire"
895000,NA,8765,512,3 ,4 ,4 ,"Rua Comendador Martinelli, Grajaú"
7800000,1900,17000,650,4 ,5 ,4 ,"Barra da Tijuca, Rio de Janeiro"
500000,NA,252,425,2 ,2 ,3 ,"Rua Condeuba, Tijuca"
940000,NA,5354,381,6 ,6 ,3 ,"Rua Juiz de Fora, Grajaú"
660000,NA,NA,270,2 ,2 ,3 ,"Rua Professor Henrique Costa, Pechincha"
750000,NA,2459,220,3 ,2 ,NA,"Maracanã, Rio de Janeiro"
600000,NA,1000,130,4 ,1 ,3 ,"Rua Capanema, Tauá"
380000,NA,NA,130,3 ,2 ,NA,"Rua Acarapé, Ricardo de Albuquerque"
545000,NA,3498,271,4 ,2 ,2 ,"Rua Araújo Lima, Tijuca"
567000,NA,NA,208,5 ,4 ,4 ,"Estrada dos Teixeiras, Taquara"
500000,NA,NA,170,4 ,2 ,3 ,"Rua Juriari, Marechal Hermes"
1200000,NA,NA,300,5 ,4 ,2 ,"Travessa Américo de Oliveira, Tijuca"
950000,900,2600,180,4 ,3 ,2 ,"Avenida Guilherme de Almeida, Recreio Dos Bandeirantes"
580000,NA,900,200,3 ,3 ,NA,"Rua Doutor Abelardo de Barros, Tijuca"
1800000,NA,1135,256,3 ,3 ,4 ,"Jardim Guanabara, Rio de Janeiro"
850000,NA,354,147,3 ,3 ,3 ,"Rua Emílio Miranda, Vila da Penha"
1200000,NA,403,236,5 ,6 ,1 ,"Travessa Américo de Oliveira, Tijuca"
2100000,715,5400,486,4 ,7 ,5 ,"Rua Rivadavia Campos, Recreio Dos Bandeirantes"
900000,NA,NA,180,3 ,4 ,3 ,"Jardim Guanabara, Rio de Janeiro"
945000,NA,NA,180,3 ,3 ,2 ,"Moneró, Rio de Janeiro"
1680000,NA,NA,177,4 ,4 ,2 ,"Botafogo, Rio de Janeiro"
1100000,NA,NA,245,3 ,3 ,2 ,"Rua Comendador Siqueira, Pechincha"
1650000,540,8769,634,4 ,6 ,2 ,"Rua Flordelice, Anil"
1900000,1260,6900,286,5 ,6 ,2 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
3150000,NA,6276,218,4 ,1 ,4 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
850000,NA,487,151,4 ,3 ,2 ,"Rua Pacheco Jordão, Higienópolis"
5700000,NA,NA,400,6 ,4 ,2 ,"Rua Fernando Magalhães, Jardim Botânico"
280000,330,135,76,2 ,1 ,NA,"Cachambi, Rio de Janeiro"
640000,NA,NA,190,3 ,2 ,1 ,"Rua Ponte Nova, Tanque"
6199000,2500,NA,850,4 ,5 ,5 ,"Avenida Rachel de Queiroz, Barra da Tijuca"
600000,NA,1887,285,3 ,3 ,1 ,"Curicica, Rio de Janeiro"
940000,NA,5354,381,6 ,6 ,3 ,"Rua Juiz de Fora, Grajaú"
780000,350,NA,137,3 ,3 ,2 ,"Botafogo, Rio de Janeiro"
660000,NA,NA,270,2 ,2 ,3 ,"Rua Professor Henrique Costa, Pechincha"
750000,NA,2459,220,3 ,2 ,NA,"Maracanã, Rio de Janeiro"
600000,NA,1000,130,4 ,1 ,3 ,"Rua Capanema, Tauá"
380000,NA,NA,130,3 ,2 ,NA,"Rua Acarapé, Ricardo de Albuquerque"
545000,NA,3498,271,4 ,2 ,2 ,"Rua Araújo Lima, Tijuca"
567000,NA,NA,208,5 ,4 ,4 ,"Estrada dos Teixeiras, Taquara"
500000,NA,NA,170,4 ,2 ,3 ,"Rua Juriari, Marechal Hermes"
1200000,NA,NA,300,5 ,4 ,2 ,"Travessa Américo de Oliveira, Tijuca"
950000,900,2600,180,4 ,3 ,2 ,"Avenida Guilherme de Almeida, Recreio Dos Bandeirantes"
580000,NA,900,200,3 ,3 ,NA,"Rua Doutor Abelardo de Barros, Tijuca"
440000,NA,NA,300,4 ,5 ,1 ,"Rua Cândido das Neves, Vila Kosmos"
1800000,NA,1135,256,3 ,3 ,4 ,"Jardim Guanabara, Rio de Janeiro"
850000,NA,354,147,3 ,3 ,3 ,"Rua Emílio Miranda, Vila da Penha"
1200000,NA,403,236,5 ,6 ,1 ,"Travessa Américo de Oliveira, Tijuca"
2100000,715,5400,486,4 ,7 ,5 ,"Rua Rivadavia Campos, Recreio Dos Bandeirantes"
1600000,750,2000,250,4 ,4 ,2 ,"Freguesia- Jacarepaguá, Rio de Janeiro"
900000,NA,NA,180,3 ,4 ,3 ,"Jardim Guanabara, Rio de Janeiro"
945000,NA,NA,180,3 ,3 ,2 ,"Moneró, Rio de Janeiro"
980000,NA,NA,297,4 ,4 ,3 ,"Pitangueiras, Rio de Janeiro"
1160000,520,930,176,3 ,3 ,NA,"Rua Sequóia, Anil"
1800000,NA,10238,400,4 ,4 ,5 ,"Rua Jorge Emílio Fontenelle, Recreio Dos Bandeirantes"
700000,NA,1800,167,3 ,4 ,NA,"Rua Borda do Mato, Grajaú"
450000,NA,1270,191,2 ,2 ,1 ,"Rua Mupia, Vila da Penha"
280000,330,135,76,2 ,1 ,NA,"Cachambi, Rio de Janeiro"
640000,NA,NA,190,3 ,2 ,1 ,"Rua Ponte Nova, Tanque"
350000,NA,168,90,3 ,3 ,1 ,"Rua Henrique Scheid, Engenho De Dentro"
660000,NA,NA,270,2 ,2 ,3 ,"Rua Professor Henrique Costa, Pechincha"
750000,NA,2459,220,3 ,2 ,NA,"Maracanã, Rio de Janeiro"
600000,NA,1000,130,4 ,1 ,3 ,"Rua Capanema, Tauá"
380000,NA,NA,130,3 ,2 ,NA,"Rua Acarapé, Ricardo de Albuquerque"
545000,NA,3498,271,4 ,2 ,2 ,"Rua Araújo Lima, Tijuca"
330000,65,NA,60,2 ,1 ,NA,"Rua São Luiz Gonzaga, São Cristóvão"
567000,NA,NA,208,5 ,4 ,4 ,"Estrada dos Teixeiras, Taquara"
500000,NA,NA,170,4 ,2 ,3 ,"Rua Juriari, Marechal Hermes"
950000,900,2600,180,4 ,3 ,2 ,"Avenida Guilherme de Almeida, Recreio Dos Bandeirantes"
580000,NA,900,200,3 ,3 ,NA,"Rua Doutor Abelardo de Barros, Tijuca"
1800000,NA,1135,256,3 ,3 ,4 ,"Jardim Guanabara, Rio de Janeiro"
850000,NA,354,147,3 ,3 ,3 ,"Rua Emílio Miranda, Vila da Penha"
1200000,NA,403,236,5 ,6 ,1 ,"Travessa Américo de Oliveira, Tijuca"
2100000,715,5400,486,4 ,7 ,5 ,"Rua Rivadavia Campos, Recreio Dos Bandeirantes"
900000,NA,NA,180,3 ,4 ,3 ,"Jardim Guanabara, Rio de Janeiro"
945000,NA,NA,180,3 ,3 ,2 ,"Moneró, Rio de Janeiro"
450000,70,300,92,2 ,4 ,NA,"Rua Nanita Lutz, Campo Grande"
1200000,NA,400,146,4 ,2 ,2 ,"Rua Campanário, Vista Alegre"
140000,NA,NA,60,2 ,1 ,NA,"Rua Zoroastro da Cunha, Santíssimo"
735000,NA,NA,200,4 ,3 ,2 ,"Portuguesa, Rio de Janeiro"
1150000,NA,2500,450,3 ,4 ,5 ,"Rua Justiniano de Carvalho, Campo Grande"
495000,NA,435,100,3 ,1 ,1 ,"Braz de Pina, Rio de Janeiro"
450000,NA,2850,200,6 ,5 ,6 ,"Rua Torres de Oliveira, Piedade"
649000,30,406,367,4 ,3 ,4 ,"Rua Jara Cerqueira Montebello, Jacarepaguá"
170000,380,NA,58,2 ,1 ,NA,"Vaz Lobo, Rio de Janeiro"
1049996,1840,4259,224,3 ,3 ,2 ,"Rua Orígenes Lessa, Recreio Dos Bandeirantes"
575000,NA,NA,245,4 ,1 ,2 ,"Rua Moreira Campos, Pechincha"
1199999,240,1000,120,4 ,3 ,NA,"Humaitá, Rio de Janeiro"
990000,400,150,200,3 ,3 ,2 ,"Anil, Rio de Janeiro"
2750000,1100,3750,325,5 ,9 ,NA,"Rua Gonzaguinha, Recreio Dos Bandeirantes"
5500000,2000,1300,684,5 ,2 ,8 ,"Avenida Rachel de Queiroz, Barra da Tijuca"
790000,NA,229,220,8 ,5 ,3 ,"Rua Nísia Floresta, Andaraí"
680000,NA,1019,149,3 ,1 ,4 ,"Freguesia, Rio de Janeiro"
1500000,NA,2588,181,4 ,2 ,3 ,"São Conrado, Rio de Janeiro"
640000,330,1067,95,3 ,2 ,1 ,"Estrada do Galeão, Portuguesa"
1350000,NA,5063,314,3 ,3 ,3 ,"Barra da Tijuca, Rio de Janeiro"
890000,25,106,170,4 ,3 ,NA,"Rua Almirante Cochrane, Tijuca"
1100000,NA,2994,353,4 ,3 ,2 ,"Cachambi, Rio de Janeiro"
650000,NA,52,117,4 ,2 ,1 ,"Rua Dezoito de Outubro, Tijuca"
800000,NA,23880,212,3 ,4 ,1 ,"Portuguesa, Rio de Janeiro"
830000,NA,1235,165,3 ,2 ,1 ,"Penha, Rio de Janeiro"
1600000,1900,375,636,4 ,5 ,3 ,"Estrada do Pontal, Recreio Dos Bandeirantes"
1450000,650,3400,285,3 ,3 ,3 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
530000,80,87,92,3 ,1 ,NA,"Rua Cândido de Figueiredo, Tanque"
9000000,NA,NA,500,6 ,6 ,NA,"Urca, Rio de Janeiro"
1890000,1900,490,219,4 ,4 ,3 ,"Estrada do Pontal, Recreio Dos Bandeirantes"
620000,150,100,90,3 ,2 ,1 ,"Rua Zoroastro Pamplona, Freguesia- Jacarepaguá"
1780000,1000,NA,344,4 ,4 ,2 ,"Rua Fernando de Santa Cruz, Recreio Dos Bandeirantes"
680000,NA,984,153,3 ,2 ,5 ,"Rua Honório, Cachambi"
280000,NA,648,131,3 ,2 ,1 ,"Rua Vaz Lobo, Vaz Lobo"
799000,NA,4854,254,4 ,1 ,2 ,"Grajaú, Rio de Janeiro"
3000000,1550,1032,487,5 ,6 ,3 ,"Barra da Tijuca, Rio de Janeiro"
990000,NA,34,200,3 ,4 ,5 ,"Rua Antônio Bral, Irajá"
3500000,NA,5185,391,5 ,6 ,3 ,"Rua Coronel Ribeiro Gomes, São Conrado"
6000000,900,4000,325,3 ,8 ,4 ,"Jardim Botânico, Rio de Janeiro"
740000,80,NA,200,3 ,3 ,NA,"Rua Capitão Jesus, Cachambi"
169900,NA,NA,75,2 ,1 ,1 ,"Rua José Maurício Melo, Campo Grande"
155000,NA,NA,46,2 ,1 ,NA,"Campo Grande, Rio de Janeiro"
380000,20,813,80,2 ,2 ,NA,"Vila Isabel, Rio de Janeiro"
320000,NA,897,164,2 ,1 ,4 ,"Rua Marechal Bittencourt, Riachuelo"
750000,NA,NA,344,7 ,5 ,5 ,"Rua Padre Ildefonso Penalba, Méier"
850000,NA,663,147,3 ,3 ,3 ,"Vila da Penha, Rio de Janeiro"
480000,NA,21340,199,3 ,1 ,2 ,"Cocotá, Rio de Janeiro"
4700000,2229,2800,914,6 ,8 ,4 ,"Rua Pôr do Sol, Barra da Tijuca"
1500000,NA,2588,181,4 ,2 ,3 ,"São Conrado, Rio de Janeiro"
640000,330,1067,95,3 ,2 ,1 ,"Estrada do Galeão, Portuguesa"
1350000,NA,5063,314,3 ,3 ,3 ,"Barra da Tijuca, Rio de Janeiro"
1100000,NA,2994,353,4 ,3 ,2 ,"Cachambi, Rio de Janeiro"
650000,NA,52,117,4 ,2 ,1 ,"Rua Dezoito de Outubro, Tijuca"
800000,NA,23880,212,3 ,4 ,1 ,"Portuguesa, Rio de Janeiro"
1450000,650,3400,285,3 ,3 ,3 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
530000,80,87,92,3 ,1 ,NA,"Rua Cândido de Figueiredo, Tanque"
9000000,NA,NA,500,6 ,6 ,NA,"Urca, Rio de Janeiro"
1890000,1900,490,219,4 ,4 ,3 ,"Estrada do Pontal, Recreio Dos Bandeirantes"
620000,150,100,90,3 ,2 ,1 ,"Rua Zoroastro Pamplona, Freguesia- Jacarepaguá"
1780000,1000,NA,344,4 ,4 ,2 ,"Rua Fernando de Santa Cruz, Recreio Dos Bandeirantes"
680000,NA,984,153,3 ,2 ,5 ,"Rua Honório, Cachambi"
280000,NA,648,131,3 ,2 ,1 ,"Rua Vaz Lobo, Vaz Lobo"
799000,NA,4854,254,4 ,1 ,2 ,"Grajaú, Rio de Janeiro"
3000000,1550,1032,487,5 ,6 ,3 ,"Barra da Tijuca, Rio de Janeiro"
990000,NA,34,200,3 ,4 ,5 ,"Rua Antônio Bral, Irajá"
3500000,NA,5185,391,5 ,6 ,3 ,"Rua Coronel Ribeiro Gomes, São Conrado"
6000000,900,4000,325,3 ,8 ,4 ,"Jardim Botânico, Rio de Janeiro"
740000,80,NA,200,3 ,3 ,NA,"Rua Capitão Jesus, Cachambi"
169900,NA,NA,75,2 ,1 ,1 ,"Rua José Maurício Melo, Campo Grande"
155000,NA,NA,46,2 ,1 ,NA,"Campo Grande, Rio de Janeiro"
480000,NA,NA,100,3 ,1 ,1 ,"Rua Honório de Almeida, Vista Alegre"
380000,20,813,80,2 ,2 ,NA,"Vila Isabel, Rio de Janeiro"
500000,NA,43,158,3 ,2 ,2 ,"Rua Barbosa, Cascadura"
125000,NA,NA,80,2 ,1 ,NA,"Rua Teixeira e Sousa, Jardim América"
750000,NA,1578,165,3 ,2 ,2 ,"Rua Ceci, Ramos"
900000,NA,NA,190,3 ,4 ,2 ,"Campo Grande, Rio de Janeiro"
1200000,NA,2122,316,3 ,1 ,6 ,"Jardim Guanabara, Rio de Janeiro"
540000,100,139,162,3 ,2 ,2 ,"Rua Assis Moura, Freguesia- Jacarepaguá"
4300000,1800,4500,900,6 ,4 ,6 ,"Barra da Tijuca, Rio de Janeiro"
450000,NA,144,97,2 ,1 ,1 ,"Rua Síria, Vila da Penha"
520000,NA,388,300,5 ,4 ,4 ,"Freguesia, Rio de Janeiro"
530000,210,NA,110,2 ,1 ,1 ,"Moneró, Rio de Janeiro"
690000,460,231,70,3 ,1 ,1 ,"Vargem Pequena, Rio de Janeiro"
650000,100,NA,232,3 ,2 ,2 ,"Rua Suzano, Freguesia- Jacarepaguá"
975000,NA,3290,179,3 ,3 ,2 ,"Rua Enes de Sousa, Tijuca"
680000,NA,1325,182,3 ,3 ,3 ,"Rua Sargento Luís da Silva, Taquara"
1850000,NA,9884,628,4 ,7 ,2 ,"Rua Artur Carnaúba, Jacarepaguá"
700000,NA,1631,186,4 ,5 ,2 ,"Rua Max Fleiuss, Tijuca"
210000,50,NA,45,1 ,1 ,1 ,"Rua João Romariz, Ramos"
5100000,1850,9250,454,3 ,5 ,4 ,"Avenida Filadelfo de Azevedo, Itanhangá"
1950000,459,476,219,3 ,5 ,2 ,"Rua Stefan Zweig, Laranjeiras"
740000,NA,NA,198,3 ,1 ,4 ,"Rua Pedro Teixeira, Vista Alegre"
450000,NA,11540,152,3 ,2 ,1 ,"Freguesia, Rio de Janeiro"
490000,NA,1996,179,2 ,3 ,1 ,"Rua Jerônimo de Lemos, Vila Isabel"
1700000,700,2100,280,3 ,5 ,2 ,"Rua Rivadavia Campos, Recreio Dos Bandeirantes"
850000,NA,463,254,5 ,2 ,2 ,"Avenida Júlio Furtado, Grajaú"
4500000,NA,NA,521,4 ,4 ,3 ,"Estrada da Canoa, São Conrado"
95000,NA,NA,30,1 ,1 ,NA,"Cosmos, Rio de Janeiro"
500000,NA,43,158,3 ,2 ,2 ,"Rua Barbosa, Cascadura"
125000,NA,NA,80,2 ,1 ,NA,"Rua Teixeira e Sousa, Jardim América"
1350000,NA,3021,281,3 ,4 ,2 ,"Rua Espumas, Jardim Guanabara"
1100000,NA,3470,247,3 ,1 ,2 ,"Jardim Guanabara, Rio de Janeiro"
750000,NA,1578,165,3 ,2 ,2 ,"Rua Ceci, Ramos"
900000,NA,NA,190,3 ,4 ,2 ,"Campo Grande, Rio de Janeiro"
1200000,NA,2122,316,3 ,1 ,6 ,"Jardim Guanabara, Rio de Janeiro"
540000,100,139,162,3 ,2 ,2 ,"Rua Assis Moura, Freguesia- Jacarepaguá"
4300000,1800,4500,900,6 ,4 ,6 ,"Barra da Tijuca, Rio de Janeiro"
450000,NA,144,97,2 ,1 ,1 ,"Rua Síria, Vila da Penha"
520000,NA,388,300,5 ,4 ,4 ,"Freguesia, Rio de Janeiro"
530000,210,NA,110,2 ,1 ,1 ,"Moneró, Rio de Janeiro"
650000,100,NA,232,3 ,2 ,2 ,"Rua Suzano, Freguesia- Jacarepaguá"
975000,NA,3290,179,3 ,3 ,2 ,"Rua Enes de Sousa, Tijuca"
680000,NA,1325,182,3 ,3 ,3 ,"Rua Sargento Luís da Silva, Taquara"
1850000,NA,9884,628,4 ,7 ,2 ,"Rua Artur Carnaúba, Jacarepaguá"
700000,NA,1631,186,4 ,5 ,2 ,"Rua Max Fleiuss, Tijuca"
210000,50,NA,45,1 ,1 ,1 ,"Rua João Romariz, Ramos"
5100000,1850,9250,454,3 ,5 ,4 ,"Avenida Filadelfo de Azevedo, Itanhangá"
1950000,459,476,219,3 ,5 ,2 ,"Rua Stefan Zweig, Laranjeiras"
740000,NA,NA,198,3 ,1 ,4 ,"Rua Pedro Teixeira, Vista Alegre"
450000,NA,11540,152,3 ,2 ,1 ,"Freguesia, Rio de Janeiro"
800000,NA,NA,150,3 ,3 ,3 ,"Rua Jerônimo Pinto,  Vila Valqueire"
5500000,1700,2000,872,4 ,4 ,4 ,"Rua Paulo Moreno, Barra da Tijuca"
3800000,1,7075,521,4 ,4 ,3 ,"São Conrado, Rio de Janeiro"
850000,150,NA,180,4 ,4 ,1 ,"Estrada do Bananal, Freguesia- Jacarepaguá"
380000,200,600,110,2 ,2 ,1 ,"Rua Santos Titara, Méier"
1400000,790,3654,260,3 ,NA,2 ,"Rua Mário Olinto, Anil"
590000,NA,NA,243,5 ,5 ,4 ,"Rua Mário Piragibe, Lins de Vasconcelos"
1550000,NA,4268,178,3 ,3 ,1 ,"Rua Conde de Irajá, Botafogo"
2200000,NA,NA,597,5 ,5 ,5 ,"Estrada de Itajuru, Itanhangá"
950000,NA,NA,180,3 ,3 ,3 ,"Rua Professor Teixeira da Rocha, Vila da Penha"
880000,NA,NA,98,3 ,2 ,3 ,"Rua Catão, Pavuna"
755000,NA,1300,200,3 ,4 ,NA,"Rua Sá Viana, Grajaú"
4300000,1380,1590,600,4 ,1 ,4 ,"Barra da Tijuca, Rio de Janeiro"
680000,350,NA,160,3 ,4 ,3 ,"Estrada do Mendanha, Campo Grande"
595000,NA,555,139,3 ,2 ,2 ,"Rua Camarista Meier, Engenho De Dentro"
950000,2081,527,230,3 ,3 ,2 ,"Rua Orígenes Lessa, Recreio Dos Bandeirantes"
400000,NA,NA,150,5 ,1 ,2 ,"Rua Tembés, Vila da Penha"
500000,NA,NA,148,3 ,2 ,1 ,"Rua Cambaí, Piedade"
6100000,2000,2000,900,5 ,5 ,4 ,"Avenida Rachel de Queiroz, Barra da Tijuca"
699999,NA,NA,320,4 ,3 ,1 ,"Rua Félix da Cunha, Tijuca"
1840000,600,9223,478,3 ,6 ,1 ,"Rua São Leobaldo, São Conrado"
650000,NA,1649,182,4 ,1 ,1 ,"Rua Anajas, Irajá"
1400000,520,3087,294,4 ,4 ,2 ,"Freguesia- Jacarepaguá, Rio de Janeiro"
270000,NA,807,199,2 ,2 ,1 ,"Rua São Lázaro, Praça Seca"
5500000,2000,1300,684,5 ,2 ,8 ,"Avenida Rachel de Queiroz, Barra da Tijuca"
790000,NA,229,220,8 ,5 ,3 ,"Rua Nísia Floresta, Andaraí"
1450000,NA,402,272,4 ,1 ,4 ,"Rua Luís Vahia Monteiro, Jardim Guanabara"
680000,NA,1019,149,3 ,1 ,4 ,"Freguesia, Rio de Janeiro"
1500000,NA,2588,181,4 ,2 ,3 ,"São Conrado, Rio de Janeiro"
640000,330,1067,95,3 ,2 ,1 ,"Estrada do Galeão, Portuguesa"
890000,25,106,170,4 ,3 ,NA,"Rua Almirante Cochrane, Tijuca"
650000,NA,52,117,4 ,2 ,1 ,"Rua Dezoito de Outubro, Tijuca"
800000,NA,23880,212,3 ,4 ,1 ,"Portuguesa, Rio de Janeiro"
1600000,1900,375,636,4 ,5 ,3 ,"Estrada do Pontal, Recreio Dos Bandeirantes"
9000000,NA,NA,500,6 ,6 ,NA,"Urca, Rio de Janeiro"
1890000,1900,490,219,4 ,4 ,3 ,"Estrada do Pontal, Recreio Dos Bandeirantes"
1780000,1000,NA,344,4 ,4 ,2 ,"Rua Fernando de Santa Cruz, Recreio Dos Bandeirantes"
280000,NA,648,131,3 ,2 ,1 ,"Rua Vaz Lobo, Vaz Lobo"
799000,NA,4854,254,4 ,1 ,2 ,"Grajaú, Rio de Janeiro"
3000000,1550,1032,487,5 ,6 ,3 ,"Barra da Tijuca, Rio de Janeiro"
990000,NA,34,200,3 ,4 ,5 ,"Rua Antônio Bral, Irajá"
3500000,NA,5185,391,5 ,6 ,3 ,"Rua Coronel Ribeiro Gomes, São Conrado"
380000,50,505,120,3 ,2 ,1 ,"Rua Barão do Bom Retiro, Engenho Novo"
6000000,900,4000,325,3 ,8 ,4 ,"Jardim Botânico, Rio de Janeiro"
740000,80,NA,200,3 ,3 ,NA,"Rua Capitão Jesus, Cachambi"
169900,NA,NA,75,2 ,1 ,1 ,"Rua José Maurício Melo, Campo Grande"
155000,NA,NA,46,2 ,1 ,NA,"Campo Grande, Rio de Janeiro"
380000,20,813,80,2 ,2 ,NA,"Vila Isabel, Rio de Janeiro"
6100000,2000,2000,900,5 ,5 ,4 ,"Avenida Rachel de Queiroz, Barra da Tijuca"
699999,NA,NA,320,4 ,3 ,1 ,"Rua Félix da Cunha, Tijuca"
1840000,600,9223,478,3 ,6 ,1 ,"Rua São Leobaldo, São Conrado"
890000,NA,2330,209,3 ,2 ,3 ,"Anil, Rio de Janeiro"
650000,NA,1649,182,4 ,1 ,1 ,"Rua Anajas, Irajá"
1400000,520,3087,294,4 ,4 ,2 ,"Freguesia- Jacarepaguá, Rio de Janeiro"
550000,NA,661,149,3 ,1 ,2 ,"Cascadura, Rio de Janeiro"
1200000,NA,851,108,4 ,3 ,1 ,"Rua Dias de Barros, Santa Teresa"
820000,NA,1669,144,5 ,5 ,2 ,"Rua Ponte Nova, Tanque"
1950000,1013,NA,690,5 ,5 ,3 ,"Rua Ministro Renato Machado, Jacarepaguá"
845000,NA,582,146,3 ,5 ,4 ,"Rua João Pinheiro, Piedade"
390000,50,583,110,4 ,2 ,2 ,"Rua Barão do Bom Retiro, Engenho Novo"
890000,NA,2079,312,4 ,4 ,6 ,"Rua Haia, Tauá"
480000,NA,NA,300,5 ,3 ,1 ,"Rua Horácio Wells, Irajá"
380000,500,NA,70,3 ,2 ,1 ,"Estrada do Rio Morto, Vargem Grande"
1500000,680,5000,475,8 ,6 ,3 ,"Rua Francisco Saturnino Braga, Anil"
550000,NA,NA,105,2 ,1 ,NA,"Rua Bom Pastor, Tijuca"
1200000,NA,106,260,5 ,4 ,3 ,"Rua Sílvio Romero, Santa Teresa"
3800000,1300,2500,990,5 ,8 ,6 ,"Rua Maestro Fructuoso Vianna, Recreio Dos Bandeirantes"
1298000,NA,3214,338,3 ,4 ,1 ,"Rua Conselheiro Lampreia, Cosme Velho"
2800000,1700,8500,477,3 ,5 ,2 ,"Rua Miraima, Itanhangá"
600000,80,1200,120,3 ,2 ,1 ,"Botafogo, Rio de Janeiro"
2000000,NA,859,400,3 ,7 ,4 ,"Estrada dos Teixeiras, Taquara"
1650000,350,425,406,5 ,6 ,3 ,"Estrada do Cabuçu, Campo Grande"
1500000,680,5000,475,8 ,6 ,3 ,"Rua Francisco Saturnino Braga, Anil"
550000,NA,NA,105,2 ,1 ,NA,"Rua Bom Pastor, Tijuca"
3800000,1300,2500,990,5 ,8 ,6 ,"Rua Maestro Fructuoso Vianna, Recreio Dos Bandeirantes"
1298000,NA,3214,338,3 ,4 ,1 ,"Rua Conselheiro Lampreia, Cosme Velho"
2800000,1700,8500,477,3 ,5 ,2 ,"Rua Miraima, Itanhangá"
600000,80,1200,120,3 ,2 ,1 ,"Botafogo, Rio de Janeiro"
2000000,NA,859,400,3 ,7 ,4 ,"Estrada dos Teixeiras, Taquara"
1650000,350,425,406,5 ,6 ,3 ,"Estrada do Cabuçu, Campo Grande"
1499000,NA,2202,203,3 ,5 ,1 ,"Rua Nísia Floresta, Tijuca"
1200000,NA,1092,190,4 ,4 ,4 ,"Jardim Guanabara, Rio de Janeiro"
600000,NA,525,105,2 ,3 ,2 ,"Rua Doutor Bulhões, Engenho De Dentro"
560000,NA,NA,400,3 ,3 ,1 ,"Avenida Amaro Cavalcanti, Engenho De Dentro"
300000,NA,NA,52,2 ,1 ,1 ,"Rua Boaria, Bangu"
315000,430,758,60,2 ,2 ,1 ,"Rua Edgard Werneck, Freguesia- Jacarepaguá"
17000000,2300,2500,2077,5 ,5 ,4 ,"Estrada dos Bandeirantes, Barra da Tijuca"
590000,NA,NA,134,4 ,4 ,1 ,"Rua Castro Alves, Méier"
750000,NA,2878,304,3 ,4 ,2 ,"Tauá, Rio de Janeiro"
1000000,NA,NA,100,3 ,6 ,2 ,"Jardim Guanabara, Rio de Janeiro"
7000000,NA,580,650,6 ,4 ,4 ,"Jardim Botânico, Rio de Janeiro"
3800000,1453,911,428,4 ,3 ,2 ,"Rua Sérgio Porto, Gávea"
790000,NA,NA,60,3 ,2 ,2 ,"Vila da Penha, Rio de Janeiro"
6500000,1750,32000,700,5 ,6 ,4 ,"Rua Arquiteto Henrique Mindlin, Barra da Tijuca"
790000,NA,NA,160,2 ,2 ,1 ,"Andaraí, Rio de Janeiro"
2850000,1500,NA,450,5 ,5 ,4 ,"Praça Maria Clara Machado, Barra da Tijuca"
1370000,800,NA,302,3 ,1 ,3 ,"Avenida das Américas, Barra da Tijuca"
1950000,660,6000,280,4 ,6 ,3 ,"Avenida César Morani, Recreio Dos Bandeirantes"
2300000,900,3273,500,4 ,3 ,3 ,"Recreio Dos Bandeirantes, Rio de Janeiro"
